Date,Year,Month,Day of Month,Weekday,Is Weekend,Is Holiday,Holiday Name,Season,Days Until Next Trading Day,Date of Next Trading Day,Is Start of Month,Is Last Day of Month
2024-07-06,2024,July,6,Saturday,True,False,Weekend,Summer,2,2024-07-08,False,False
2024-07-07,2024,July,7,Sunday,True,False,Weekend,Summer,1,2024-07-08,False,False
2024-07-13,2024,July,13,Saturday,True,False,Weekend,Summer,2,2024-07-15,False,False
2024-07-14,2024,July,14,Sunday,True,False,Weekend,Summer,1,2024-07-15,False,False
2024-07-20,2024,July,20,Saturday,True,False,Weekend,Summer,2,2024-07-22,False,False
2024-07-21,2024,July,21,Sunday,True,False,Weekend,Summer,1,2024-07-22,False,False
2024-07-27,2024,July,27,Saturday,True,False,Weekend,Summer,2,2024-07-29,False,False
2024-07-28,2024,July,28,Sunday,True,False,Weekend,Summer,1,2024-07-29,False,False
2024-08-03,2024,August,3,Saturday,True,False,Weekend,Summer,2,2024-08-05,False,False
2024-08-04,2024,August,4,Sunday,True,False,Weekend,Summer,1,2024-08-05,False,False
2024-08-10,2024,August,10,Saturday,True,False,Weekend,Summer,2,2024-08-12,False,False
2024-08-11,2024,August,11,Sunday,True,False,Weekend,Summer,1,2024-08-12,False,False
